temp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,visibility,weather_main,weather_desc,lat,lon,altitude,sea_level,dew_point,clouds,day_of_week,train_number,train_name,origin_code,origin_name,dest_code,dest_name,scheduled_arr_time,actual_arr_time,scheduled_dept_time,actual_dept_time,dwell_minutes,day_of_journey,curr_station_code,tracks_on_route,maintenance_type,trains_nearby
295.01,296.8470269,293.2386293,296.1667606,55,1018,12.232451,62,10.95954255,Mist,mist,27.6288,80.091,172,295.01,10.71,23.89,Wednesday,12658,Train_12658,VSKP,Visakhapatnam,BBS,Bhubaneswar,9/12/2025 10:32,9/12/2025 11:02,9/12/2025 10:55,9/12/2025 11:15,13,1,HWH,4,None,1
312.73,311.8717924,311.3894691,314.5499535,96,1016,10.30697342,174,47.74649844,Clear,clear sky,17.0921,76.9915,235,312.73,7.65,21.4,Thursday,12301,Train_12301,CNB,Kanpur Central,BCT,Mumbai Central,9/12/2025 12:17,9/12/2025 12:20,9/12/2025 12:25,9/12/2025 12:50,30,1,CNB,3,Bridge Inspection,12
311.08,311.8046474,310.8713242,311.7719595,50,1006,13.24282883,175,6.160829442,Clear,clear sky,16.5951,77.8435,450,311.08,7.27,39.95,Friday,16346,Train_16346,PUNE,Pune,CSTM,Mumbai CST,9/12/2025 13:46,9/12/2025 14:13,9/12/2025 14:13,9/12/2025 14:36,23,1,PUNE,6,None,2
304.82,305.7700868,304.6458946,304.9306939,68,1008,13.04211742,42,33.00839465,Rain,moderate rain,21.0802,72.6161,206,304.82,6.02,27.48,Saturday,16346,Train_16346,HYB,Hyderabad,PUNE,Pune,9/12/2025 13:31,9/12/2025 13:48,9/12/2025 13:39,9/12/2025 13:53,5,1,BBS,5,None,13
304.42,305.189808,303.0717986,304.9869247,72,1008,10.38337302,341,40.74997618,Fog,dense fog,20.9229,71.2109,529,304.42,10.29,22.68,Sunday,12011,Train_12011,DDN,Dehradun,CNB,Kanpur Central,9/12/2025 14:42,9/12/2025 15:09,9/12/2025 14:53,9/12/2025 14:54,-15,1,JAT,2,Bridge Inspection,7
286.32,285.7123779,285.7956422,286.3220606,60,1015,10.37890109,265,44.68890646,Drizzle,light intensity drizzle,19.0205,79.0894,557,286.32,13.12,34.52,Monday,14014,Train_14014,HWH,Howrah Junction,ALD,Prayagraj,9/12/2025 15:12,9/12/2025 15:25,9/12/2025 15:21,9/12/2025 15:37,12,1,HWH,4,Electrical Work,9
290.05,290.2636641,288.1180036,291.8996883,96,1012,15.4261849,207,22.09028954,Clear,clear sky,25.8712,70.3648,601,290.05,11.88,32.45,Tuesday,14014,Train_14014,ALD,Prayagraj,CDG,Chandigarh,9/12/2025 17:50,9/12/2025 18:16,9/12/2025 18:00,9/12/2025 18:15,-1,1,ALD,6,Signal Check,13
306.75,307.5195434,306.5482077,308.6532531,57,1009,6.721754456,66,57.69387602,Mist,mist,24.1538,74.1465,418,306.75,9.54,22.35,Wednesday,12560,Train_12560,HYB,Hyderabad,VSKP,Visakhapatnam,9/12/2025 17:17,9/12/2025 17:29,9/12/2025 17:27,9/12/2025 17:33,4,1,TCR,6,None,13
287.79,287.4376111,287.1625636,288.9940243,99,1015,8.74136718,247,31.19518427,Drizzle,light intensity drizzle,26.9573,76.533,376,287.79,8.72,7.83,Thursday,12957,Train_12957,DDN,Dehradun,NDLS,New Delhi,9/12/2025 19:39,9/12/2025 20:00,9/12/2025 19:58,9/12/2025 20:15,15,1,DDN,2,None,5
303.44,303.1261034,301.6575461,305.0748644,88,1017,10.97817306,96,57.39595533,Clear,clear sky,24.1146,84.8696,769,303.44,5.87,11.99,Friday,12301,Train_12301,SBC,KSR Bengaluru,DDN,Dehradun,9/12/2025 19:05,9/12/2025 19:06,9/12/2025 19:33,9/12/2025 19:52,46,1,BCT,4,Track Repair,2
286.61,288.3279252,286.5214514,288.5761903,89,1009,11.97610493,303,28.24966217,Fog,dense fog,22.8441,81.374,456,286.61,10.48,36.22,Saturday,12280,Train_12280,MAS,Chennai Central,BBS,Bhubaneswar,9/12/2025 21:47,9/12/2025 22:12,9/12/2025 22:13,9/12/2025 22:21,9,1,MAS,5,Electrical Work,6
297.12,298.970905,295.6362433,298.372731,59,1005,10.02009276,229,37.95138473,Drizzle,light intensity drizzle,16.4019,71.3227,615,297.12,14.14,26.42,Sunday,12723,Train_12723,JAT,Jammu Tawi,MAS,Chennai Central,9/12/2025 22:22,9/12/2025 22:48,9/12/2025 22:32,9/12/2025 22:33,-15,1,BBS,1,Track Repair,3
300.27,300.8343205,299.154187,301.5536944,69,1008,11.67450444,291,48.42139856,Rain,moderate rain,22.7695,75.8345,653,300.27,8.37,20.18,Monday,22105,Train_22105,DDN,Dehradun,JAT,Jammu Tawi,9/12/2025 23:19,9/12/2025 23:26,9/12/2025 23:34,9/12/2025 23:50,24,1,DDN,4,Track Repair,13
314.9,315.3835018,314.7753122,315.6123101,72,1007,6.547352638,10,59.39332917,Clouds,scattered clouds,25.8959,75.6524,153,314.9,7.28,11.1,Tuesday,12301,Train_12301,ALD,Prayagraj,CDG,Chandigarh,9/12/2025 23:41,9/12/2025 23:49,9/12/2025 23:52,9/13/2025 0:03,14,1,JAT,2,None,8
292.19,291.8022731,290.6584596,293.2376661,97,1008,10.69781643,112,59.08408175,Fog,dense fog,18.922,70.683,170,292.19,9.73,8.62,Wednesday,22105,Train_22105,BBS,Bhubaneswar,CDG,Chandigarh,9/13/2025 1:03,9/13/2025 1:27,9/13/2025 1:33,9/13/2025 1:32,5,2,BBS,6,Signal Check,14
310.27,311.7173817,308.736764,311.602348,56,1012,9.052433487,210,37.94118357,Rain,moderate rain,24.8891,73.0431,837,310.27,5.31,11.33,Thursday,12017,Train_12017,HYB,Hyderabad,JAT,Jammu Tawi,9/13/2025 2:46,9/13/2025 3:07,9/13/2025 3:10,9/13/2025 3:17,10,2,CDG,5,None,4
295.01,294.0347205,293.5407256,296.9364189,70,1017,4.926782061,186,79.32354534,Clouds,scattered clouds,18.1409,77.1473,726,295.01,5.58,20.46,Friday,12280,Train_12280,HYB,Hyderabad,VSKP,Visakhapatnam,9/13/2025 2:38,9/13/2025 2:37,9/13/2025 2:47,9/13/2025 2:54,17,2,HYB,4,None,2
314.45,316.0355323,313.9078145,314.694046,57,1009,13.72064981,20,20.68047146,Clouds,scattered clouds,23.5391,79.3944,619,314.45,9.43,10.29,Saturday,12957,Train_12957,ALD,Prayagraj,DDN,Dehradun,9/13/2025 3:14,9/13/2025 3:42,9/13/2025 3:24,9/13/2025 3:40,-2,2,HYB,1,None,1
306.43,307.71325,304.9549949,308.0597172,77,1016,10.79719234,222,53.32699993,Clouds,scattered clouds,25.2543,71.222,104,306.43,13.73,5.56,Sunday,22105,Train_22105,JAT,Jammu Tawi,VSKP,Visakhapatnam,9/13/2025 4:24,9/13/2025 4:48,9/13/2025 4:34,9/13/2025 4:32,-16,2,BBS,1,Track Repair,10
291.02,290.5256003,289.8296384,291.4376863,,1011,14.69176843,299,29.11046046,Clear,clear sky,24.7851,81.7505,404,291.02,14.78,29.87,Monday,12964,Train_12964,NDLS,New Delhi,CNB,Kanpur Central,9/13/2025 6:03,9/13/2025 6:27,9/13/2025 6:25,9/13/2025 6:41,14,2,JAT,3,None,1
301.56,301.331238,300.7769845,303.3525965,59,1018,9.80535135,150,72.83784816,Clouds,scattered clouds,19.8362,84.8052,494,301.56,13.62,6.44,Tuesday,16346,Train_16346,SBC,KSR Bengaluru,SBC,KSR Bengaluru,9/13/2025 7:30,9/13/2025 7:41,9/13/2025 7:54,9/13/2025 7:58,17,2,PUNE,3,None,2
313.19,313.7795115,313.1335283,313.4100213,99,1016,6.185420205,45,75.60838536,Drizzle,light intensity drizzle,23.4424,76.1011,785,313.19,14.68,33.58,Wednesday,12417,Train_12417,HWH,Howrah Junction,CSTM,Mumbai CST,9/13/2025 7:43,9/13/2025 7:45,9/13/2025 8:06,9/13/2025 8:15,30,2,HWH,2,Track Repair,1
296.99,296.4144681,295.0487604,298.0207833,94,1018,9.488318434,257,53.68942146,Mist,mist,25.0214,81.1374,,296.99,14.33,30.82,Thursday,12280,Train_12280,PUNE,Pune,JAT,Jammu Tawi,9/13/2025 8:26,9/13/2025 8:48,9/13/2025 8:43,9/13/2025 8:42,-6,2,BCT,4,None,13
286.53,286.0944973,285.3124723,288.3702892,63,1016,4.61111154,251,88.30283925,Clear,clear sky,24.5037,75.7132,509,286.53,10.2,33.86,Friday,14014,Train_14014,LKO,Lucknow,SBC,KSR Bengaluru,9/13/2025 10:13,9/13/2025 10:14,9/13/2025 10:39,9/13/2025 10:41,27,2,CSTM,4,Track Repair,3
300.99,301.4281965,299.5955511,302.2102598,74,1011,10.38456083,206,62.79359247,Drizzle,light intensity drizzle,21.7984,78.3658,578,300.99,8.7,27.14,Saturday,11010,Train_11010,NDLS,New Delhi,ALD,Prayagraj,9/13/2025 10:13,9/13/2025 10:21,9/13/2025 10:30,9/13/2025 10:41,20,2,BBS,6,None,1
312.03,313.5228579,311.1558788,312.8870579,58,1009,11.02248308,264,36.98933675,Rain,moderate rain,23.1671,76.6722,620,312.03,7.28,28.29,Sunday,12988,Train_12988,CSTM,Mumbai CST,PUNE,Pune,9/13/2025 12:17,9/13/2025 12:30,9/13/2025 12:23,9/13/2025 12:36,6,2,VSKP,6,None,9
292.15,292.6029114,291.8231847,292.9385032,51,1007,9.263498342,32,32.33676248,Mist,mist,19.628,75.6123,328,292.15,12,13.52,Monday,12002,Train_12002,PNBE,Patna Jn,PNBE,Patna Jn,9/13/2025 12:09,9/13/2025 12:33,9/13/2025 12:31,9/13/2025 12:42,9,2,PNBE,6,Track Repair,8
314.55,316.1019164,312.8997762,315.9740021,81,1005,12.08559553,213,59.64185181,Rain,moderate rain,16.8685,76.9242,601,314.55,14.67,23.4,Tuesday,18518,Train_18518,BCT,Mumbai Central,CSTM,Mumbai CST,9/13/2025 13:09,9/13/2025 13:16,9/13/2025 13:24,9/13/2025 13:39,23,2,JAT,3,None,1
313.65,313.1843526,313.5709825,314.4467997,99,1013,10.92897329,344,62.24996283,Clear,clear sky,27.6414,73.1982,372,313.65,14.3,21.22,Wednesday,12011,Train_12011,CNB,Kanpur Central,PNBE,Patna Jn,9/13/2025 14:33,9/13/2025 14:32,9/13/2025 14:48,9/13/2025 15:03,31,2,CNB,4,None,8
314.73,316.4647929,312.7516485,315.8854878,,1019,7.540300917,174,82.18719861,Mist,mist,16.5813,76.4132,709,314.73,5.7,10.81,Thursday,11010,Train_11010,SBC,KSR Bengaluru,VSKP,Visakhapatnam,9/13/2025 16:12,9/13/2025 16:13,9/13/2025 16:20,9/13/2025 16:25,12,2,ALD,4,None,12
312.59,314.1080026,311.8580654,313.3147581,59,1009,10.39844722,55,60.83172697,Fog,dense fog,16.5013,83.5111,866,312.59,5.52,13.6,Friday,12964,Train_12964,CNB,Kanpur Central,PUNE,Pune,9/13/2025 17:07,9/13/2025 17:23,9/13/2025 17:22,9/13/2025 17:27,4,2,CNB,1,None,5
308.76,308.9531381,307.1098944,310.5911755,69,1006,8.590495474,84,78.63657218,Drizzle,light intensity drizzle,18.2082,72.578,688,308.76,6.06,39.63,Saturday,12011,Train_12011,JAT,Jammu Tawi,HYB,Hyderabad,9/13/2025 17:16,9/13/2025 17:13,9/13/2025 17:38,9/13/2025 17:46,33,2,HWH,3,Bridge Inspection,0
300.43,300.2983993,299.9923802,300.7440219,,1017,4.689836932,106,87.52785313,Rain,moderate rain,17.577,70.7254,920,300.43,7.21,28.66,Sunday,11010,Train_11010,JAT,Jammu Tawi,VSKP,Visakhapatnam,9/13/2025 19:57,9/13/2025 19:53,9/13/2025 20:26,9/13/2025 20:32,39,2,MAS,5,None,3
302.47,303.0559062,300.535144,303.728642,96,1017,10.02225831,17,53.05905067,Clouds,scattered clouds,16.7813,71.7791,160,302.47,8.94,29.46,Monday,11010,Train_11010,JAT,Jammu Tawi,PUNE,Pune,9/13/2025 20:34,9/13/2025 20:37,9/13/2025 20:57,9/13/2025 21:19,42,2,JAT,3,Signal Check,14
288.58,287.6571885,287.3810689,288.7617114,75,1011,7.24585768,28,83.6243593,Drizzle,light intensity drizzle,15.6748,83.8737,145,288.58,6.67,23.99,Tuesday,12988,Train_12988,CDG,Chandigarh,NDLS,New Delhi,9/13/2025 21:25,9/13/2025 21:25,9/13/2025 21:41,9/13/2025 21:48,23,2,PNBE,5,None,13
297.85,297.5205594,296.6351784,297.8532251,76,1009,10.17621075,99,50.22135888,Fog,dense fog,24.3236,76.7419,730,297.85,9.4,30.26,Wednesday,12002,Train_12002,CSTM,Mumbai CST,HWH,Howrah Junction,9/13/2025 22:30,9/13/2025 22:30,9/13/2025 22:42,9/13/2025 23:04,34,2,LKO,1,Track Repair,0
290.19,290.8520008,289.7947018,291.9525502,,1010,9.562647299,298,46.99799277,Clouds,scattered clouds,23.1471,76.512,121,290.19,5.49,34.1,Thursday,12560,Train_12560,PNBE,Patna Jn,VSKP,Visakhapatnam,9/13/2025 23:50,9/14/2025 0:17,9/14/2025 0:13,9/14/2025 0:12,-5,2,PUNE,2,Signal Check,13
299.53,300.4513535,298.5839447,301.1575702,71,1005,13.08507028,35,49.80042667,Drizzle,light intensity drizzle,26.9902,77.552,642,299.53,6.72,6.53,Friday,18518,Train_18518,BCT,Mumbai Central,NDLS,New Delhi,9/13/2025 23:17,9/13/2025 23:14,9/13/2025 23:22,9/13/2025 23:43,29,2,BCT,4,Track Repair,5
291.5,290.6249873,289.8123764,291.973261,64,1019,14.94742962,83,34.09137502,Clouds,scattered clouds,19.9663,75.6472,642,291.5,8.29,7.93,Saturday,12002,Train_12002,CDG,Chandigarh,PNBE,Patna Jn,9/14/2025 1:27,9/14/2025 1:39,9/14/2025 1:36,9/14/2025 1:56,17,3,MAS,1,None,13
297.71,297.459275,296.1400736,299.7066289,94,1018,11.32969084,180,51.49078609,Rain,moderate rain,25.3397,70.0422,893,297.71,10.83,6.68,Sunday,12957,Train_12957,BBS,Bhubaneswar,PUNE,Pune,9/14/2025 2:03,9/14/2025 2:26,9/14/2025 2:24,9/14/2025 2:24,-2,3,DDN,4,None,12
289.03,289.3029424,287.640387,290.5852438,54,1015,14.49383811,357,41.03038123,Drizzle,light intensity drizzle,24.4673,78.2954,603,289.03,10.65,9.44,Monday,22105,Train_22105,BBS,Bhubaneswar,TCR,Thrissur,9/14/2025 2:17,9/14/2025 2:34,9/14/2025 2:35,9/14/2025 2:52,18,3,BBS,6,None,3
288.07,287.2715,288.0378969,289.244,56,1008,13.61605148,340,39.21612241,Rain,moderate rain,26.7886,76.087,132,288.07,13.6,28.28,Tuesday,12964,Train_12964,NDLS,New Delhi,HYB,Hyderabad,9/14/2025 4:23,9/14/2025 4:42,9/14/2025 4:45,9/14/2025 4:59,17,3,NDLS,2,Electrical Work,2
301.62,301.8034419,300.4301901,302.5546238,,1006,11.38234233,289,67.92444994,Clouds,scattered clouds,27.3704,80.4161,241,301.62,12.17,10.18,Wednesday,12011,Train_12011,BBS,Bhubaneswar,CSTM,Mumbai CST,9/14/2025 4:11,9/14/2025 4:21,9/14/2025 4:35,9/14/2025 4:41,20,3,CSTM,2,Signal Check,2
314.58,314.8182697,314.4104467,315.4836563,69,1009,10.38692182,69,39.366416,Mist,mist,21.2746,77.4278,713,314.58,9.69,36.73,Thursday,12988,Train_12988,NDLS,New Delhi,HWH,Howrah Junction,9/14/2025 5:51,9/14/2025 6:08,9/14/2025 6:16,9/14/2025 6:23,15,3,NDLS,1,Bridge Inspection,8
288.26,288.4564136,286.4413325,289.1983156,61,1015,9.021421874,343,46.02295952,Mist,mist,24.6949,77.93,196,288.26,7.82,32.14,Friday,12280,Train_12280,BCT,Mumbai Central,SBC,KSR Bengaluru,9/14/2025 7:34,9/14/2025 7:37,9/14/2025 8:00,9/14/2025 8:22,45,3,CNB,2,None,5
307.82,306.9522481,306.0567187,308.2128001,78,1005,4.874789845,45,54.55837057,Mist,mist,26.6659,81.6105,450,307.82,7.52,38.58,Saturday,12927,Train_12927,SBC,KSR Bengaluru,CSTM,Mumbai CST,9/14/2025 8:05,9/14/2025 8:16,9/14/2025 8:20,9/14/2025 8:31,15,3,SBC,5,Signal Check,8
301.59,301.7031467,301.3277604,302.3643673,63,1010,14.23987754,197,39.40427072,Fog,dense fog,21.8177,81.4001,631,301.59,5.27,25.87,Sunday,12451,Train_12451,HWH,Howrah Junction,HYB,Hyderabad,9/14/2025 9:11,9/14/2025 9:24,9/14/2025 9:39,9/14/2025 9:55,31,3,CDG,2,Electrical Work,12
301,301.4552051,299.011698,301.4218704,75,1005,14.06507832,281,0,Clear,clear sky,18.244,78.5791,751,301,6.2,39.97,Monday,12011,Train_12011,DDN,Dehradun,LKO,Lucknow,9/14/2025 10:28,9/14/2025 10:57,9/14/2025 10:42,9/14/2025 11:06,9,3,LKO,4,None,4
306.94,308.191487,305.7860535,308.5588904,53,1009,13.86946969,281,2.990820359,Clear,clear sky,27.1181,77.5042,190,306.94,12.47,26.32,Tuesday,14014,Train_14014,BCT,Mumbai Central,LKO,Lucknow,9/14/2025 10:30,9/14/2025 10:54,9/14/2025 10:37,9/14/2025 11:02,8,3,NDLS,4,None,1
296.37,296.6098744,295.5549604,298.2897797,76,1014,5.620081693,25,66.680732,Mist,mist,27.9196,76.112,782,296.37,5.6,35.42,Wednesday,12290,Train_12290,MAS,Chennai Central,BCT,Mumbai Central,9/14/2025 11:42,9/14/2025 11:52,9/14/2025 11:49,9/14/2025 11:53,1,3,CDG,4,Signal Check,7
311.83,312.9395542,311.7485864,311.9512232,94,1005,14.69504134,215,41.10028054,Drizzle,light intensity drizzle,22.0614,73.8062,964,311.83,14.62,35.35,Thursday,12011,Train_12011,PNBE,Patna Jn,NDLS,New Delhi,9/14/2025 13:56,9/14/2025 14:26,9/14/2025 14:06,9/14/2025 14:05,-21,3,BCT,4,Track Repair,4
307.86,306.994097,306.6149498,308.0927426,94,1006,6.16847273,5,85.32268567,Drizzle,light intensity drizzle,24.106,81.7797,,307.86,6.22,5.58,Friday,12988,Train_12988,CSTM,Mumbai CST,MAS,Chennai Central,9/14/2025 13:21,9/14/2025 13:21,9/14/2025 13:47,9/14/2025 13:55,34,3,LKO,5,Signal Check,1
299.77,301.3802585,299.5528095,301.0162904,99,1019,11.28273644,216,47.50787521,Mist,mist,21.9473,70.1132,419,299.77,14.46,27.01,Saturday,14114,Train_14114,LKO,Lucknow,CDG,Chandigarh,9/14/2025 14:36,9/14/2025 14:59,9/14/2025 14:50,9/14/2025 14:53,-6,3,PNBE,3,None,3
293.19,293.4697514,291.8636964,295.05482,60,1019,6.554931708,95,74.69454928,Fog,dense fog,19.0567,84.9805,399,293.19,13.17,32.96,Sunday,12417,Train_12417,CDG,Chandigarh,TCR,Thrissur,9/14/2025 15:46,9/14/2025 15:53,9/14/2025 15:59,9/14/2025 16:07,14,3,CSTM,6,Signal Check,8
287.27,288.3128123,286.4585307,288.9218729,85,1005,5.134610144,206,83.46740703,Rain,moderate rain,25.2628,77.0684,,287.27,11.54,23.89,Monday,14014,Train_14014,BBS,Bhubaneswar,BBS,Bhubaneswar,9/14/2025 16:55,9/14/2025 17:02,9/14/2025 17:20,9/14/2025 17:20,18,3,CSTM,1,None,14
298.18,299.1100886,296.3347147,299.8433425,58,1018,16.13590269,248,0,Clouds,scattered clouds,20.9094,77.5434,387,298.18,11.98,31.29,Tuesday,14014,Train_14014,BBS,Bhubaneswar,CSTM,Mumbai CST,9/14/2025 17:10,9/14/2025 17:39,9/14/2025 17:24,9/14/2025 17:47,8,3,CDG,4,None,3
314.18,314.2845516,312.2890981,316.0731839,72,1016,12.85638393,179,44.9893645,Clear,clear sky,24.5232,84.572,151,314.18,5.06,9.56,Wednesday,12926,Train_12926,NDLS,New Delhi,BCT,Mumbai Central,9/14/2025 19:55,9/14/2025 20:16,9/14/2025 20:24,9/14/2025 20:30,14,3,NDLS,2,None,12
311.6,312.8677015,311.3657824,312.7228369,77,1012,7.253582633,320,38.35404361,Fog,dense fog,25.6405,79.2678,632,311.6,8.85,5.46,Thursday,12451,Train_12451,SBC,KSR Bengaluru,SBC,KSR Bengaluru,9/14/2025 19:55,9/14/2025 20:09,9/14/2025 20:10,9/14/2025 20:24,15,3,CNB,4,Signal Check,11
298.04,297.1739251,297.7344752,299.1266338,74,1010,11.96496612,244,26.20009738,Mist,mist,23.4924,82.2319,847,298.04,14.51,34.2,Friday,15159,Train_15159,BBS,Bhubaneswar,CSTM,Mumbai CST,9/14/2025 21:11,9/14/2025 21:36,9/14/2025 21:39,9/14/2025 21:53,17,3,LKO,2,Track Repair,11
292.1,291.8870546,291.0571479,293.9401795,,1015,15.48423426,265,33.36293611,Drizzle,light intensity drizzle,15.9028,71.2942,838,292.1,7.02,8.21,Saturday,12964,Train_12964,SBC,KSR Bengaluru,BBS,Bhubaneswar,9/14/2025 21:23,9/14/2025 21:50,9/14/2025 21:30,9/14/2025 21:41,-9,3,CSTM,6,Track Repair,11
285.74,285.9101324,284.4903158,286.7031651,61,1009,11.34398866,288,39.5737367,Fog,dense fog,25.2543,70.9596,802,285.74,8.04,32.13,Sunday,12301,Train_12301,PNBE,Patna Jn,DDN,Dehradun,9/14/2025 22:26,9/14/2025 22:22,9/14/2025 22:31,9/14/2025 22:55,33,3,PNBE,6,None,12
303.21,304.3677173,302.494104,304.768805,64,1019,11.3143692,187,37.14383299,Drizzle,light intensity drizzle,15.3311,78.9186,575,303.21,9.4,16.1,Monday,15159,Train_15159,BCT,Mumbai Central,HWH,Howrah Junction,9/14/2025 23:07,9/14/2025 23:18,9/14/2025 23:21,9/14/2025 23:46,28,3,HWH,6,Electrical Work,14
287.79,288.0269905,287.1372777,289.5895974,74,1012,11.41266185,140,55.64545734,Rain,moderate rain,17.4793,75.2432,675,287.79,13.19,34.62,Tuesday,15159,Train_15159,DDN,Dehradun,PUNE,Pune,9/15/2025 1:12,9/15/2025 1:28,9/15/2025 1:37,9/15/2025 1:45,17,4,HWH,2,None,13
312.05,312.2555167,310.8644047,313.4249246,71,1013,15.3511183,12,0,Clouds,scattered clouds,23.2923,83.3131,484,312.05,7.51,25.65,Wednesday,12451,Train_12451,JAT,Jammu Tawi,HWH,Howrah Junction,9/15/2025 2:17,9/15/2025 2:47,9/15/2025 2:47,9/15/2025 3:06,19,4,PUNE,4,Signal Check,3
310.99,310.9218571,309.2571525,312.7049278,50,1016,15.56083046,26,7.448123028,Drizzle,light intensity drizzle,26.1104,78.8271,235,310.99,11.77,25.66,Thursday,12301,Train_12301,ALD,Prayagraj,MAS,Chennai Central,9/15/2025 2:08,9/15/2025 2:37,9/15/2025 2:17,9/15/2025 2:30,-7,4,ALD,6,None,1
295.23,295.7585603,294.9261532,295.9547883,78,1009,9.014837498,170,68.42664938,Rain,moderate rain,20.6063,74.3087,784,295.23,10,25.43,Friday,15159,Train_15159,SBC,KSR Bengaluru,CSTM,Mumbai CST,9/15/2025 4:19,9/15/2025 4:33,9/15/2025 4:30,9/15/2025 4:33,0,4,SBC,5,None,12
310.77,311.9402083,309.6404727,311.7982115,65,1014,8.437215717,188,58.59329625,Rain,moderate rain,18.216,83.3232,618,310.77,8.53,20.77,Saturday,12451,Train_12451,PUNE,Pune,DDN,Dehradun,9/15/2025 4:20,9/15/2025 4:38,9/15/2025 4:34,9/15/2025 4:37,-1,4,DDN,2,None,11
314.5,313.730259,313.5885588,315.700817,61,1018,6.509852188,74,63.44445303,Clouds,scattered clouds,25.7093,77.5948,949,314.5,14.58,11.75,Sunday,14014,Train_14014,MAS,Chennai Central,TCR,Thrissur,9/15/2025 5:33,9/15/2025 5:31,9/15/2025 5:47,9/15/2025 6:04,33,4,MAS,2,None,14
