dt,temp,feels_like,pressure,humidity,temp_min,temp_max,wind_speed,wind_deg,clouds_all,weather_main,weather_description,latitude,longitude,visibility,dew_point,uv_index,temp_Celsius,day_of_week
1672621200,282.72333180695074,272.44843267807727,981,88.0,288.0417578402357,289.7830861289322,0.3054865015441066,109,64,Clear,moderate rain,-70.22052679971667,-49.13390499057968,9158,263.74344527261326,6.868514258017095,9.573331806950762,Monday
1672624800,282.8596252886755,263.19249279536405,1030,44.0,261.2500217534792,286.80300597722703,13.196789698458955,307,40,Drizzle,few clouds,-81.35966800103104,-146.17248972721802,4060,284.0745053954713,7.711024569064421,9.709625288675513,Monday
1672628400,283.6172781382671,247.48801187125173,999,46.0,257.2424217080598,323.1812742891676,14.66494211484385,173,50,Thunderstorm,thunderstorm,-63.81548809469984,-143.06447432641534,5530,237.0244314569057,2.317418140242068,,Monday
1672632000,311.6238282236346,249.30542765658643,1007,79.0,251.78298468262045,314.9485798294346,12.364185648411649,317,50,Rain,clear sky,-7.717522255901542,-91.92861077619746,2491,245.32245077576823,2.6001305450074352,38.4738282236346,Monday
1672635600,316.8806007032898,288.5622186793888,1046,22.0,267.272273680674,293.182283988922,11.256199357055438,88,89,Drizzle,few clouds,-25.48720486995421,37.013678206831,6728,231.7092351132456,5.9956730226667645,43.73060070328984,Monday
1672639200,250.4738087872538,247.64733995197693,1030,,284.7412626046051,298.65020113806986,11.58531651180358,44,52,Clouds,few clouds,56.43866796490363,71.15675645047938,5256,265.65691379011287,6.078541960566442,-22.676191212746176,Monday
1672642800,287.6407322253156,302.1033776305682,1046,72.0,271.1603191940285,304.4619927101429,2.9111202208260165,212,98,Drizzle,few clouds,21.17163077565893,119.24381152252238,3694,270.37795930782767,5.575894731591905,80.0,Monday
1672646400,314.1447580156797,299.1964517570321,1024,88.0,282.21692892928456,328.8901062677359,1.003900684476649,255,40,Drizzle,snowfall,-2.19760648607037,88.91774733550915,7156,256.7437166623396,5.371369359407937,40.994758015679736,Monday
1672650000,271.60495588997304,249.96637781965845,992,11.0,283.7164307638112,284.0623605739949,1.868850381281837,25,2,Snow,light drizzle,-52.96501452886189,-98.19311656430568,8758,261.2690292440327,5.0940593369033,-1.545044110026936,Monday
1672653600,289.890452455879,266.29422505430654,1028,51.0,261.6468590014728,300.40460819676207,8.846294031733661,197,3,Clear,clear sky,-44.48287355279119,-92.61375123926912,8633,252.2593420448879,8.982020557923896,16.740452455878994,Monday
1672657200,283.63766627321513,312.27371205603663,1036,85.0,289.6086093134987,286.83494669366354,1.2210129145124615,209,42,Clouds,moderate rain,27.406395276739687,-4.717751850482784,8123,233.9941803470288,10.310562814023044,10.487666273215154,Monday
1672660800,308.30970356612283,245.86518523233863,988,68.0,274.44798949709565,327.5180109228018,1.7867724833634655,346,1,Thunderstorm,snowfall,-62.12520359319396,90.27583280480854,5308,238.70000226902928,8.248099732326986,35.15970356612286,Monday
1672664400,281.9475303987303,264.52081713296235,200,24.0,252.2557859571397,323.2373032448625,6.457377173828583,306,99,Clouds,snowfall,-41.98801046275388,-164.94984654013342,560,260.7693036612236,9.753681543331862,8.797530398730316,Monday
1672668000,258.2476081324252,269.24122879519814,1016,61.0,247.364861329202,310.26961424527656,11.639360597001144,342,13,Clear,moderate rain,69.960739610004,32.486682664277026,8191,238.1216854090804,2.2476872662427407,-14.902391867574806,Monday
1672671600,288.565082390576,311.51797885942585,980,66.0,253.94766672535272,286.2147361179403,0.862459167017573,263,10,Thunderstorm,light drizzle,-18.2577758961864,105.84501828684466,6805,230.8122643237533,10.47003981113487,15.415082390576003,Monday
1672675200,313.92654245489723,251.9432917329726,1023,81.0,298.9497437202755,284.6411292344853,12.686909307314975,287,94,Thunderstorm,thunderstorm,53.78411743619489,-152.68228470571694,2207,281.7191344644868,1.7281822744636244,40.77654245489725,Monday
1672678800,263.3925201349583,277.5268549096567,1037,24.0,294.44346958296654,313.5945738265543,10.296040160579985,119,1,Rain,clear sky,-80.6726555887565,73.27300333999156,1773,247.9467328330861,9.658998403175955,-9.75747986504166,Monday
1672682400,304.19257320166736,289.6322432187504,983,15.0,249.10317448720264,289.694718682375,1.006655865102795,131,0,Rain,thunderstorm,48.59939210886458,44.69930852390553,4785,249.23042358962107,3.7261999411197024,31.04257320166738,Monday
1672686000,317.4795135219801,250.7273420256318,1032,58.0,250.5900060424196,318.76115609418423,8.899385196918232,232,58,Rain,light drizzle,10.029811542673116,150.4899021244778,3673,263.2452022610068,7.059748958272667,44.329513521980175,Monday
1672689600,288.3433467529934,283.1744838484011,1003,46.0,280.42097008586063,283.7220636774717,11.108480614552288,60,4,Drizzle,snowfall,-77.224317196083,-148.4278156143198,6658,256.3556899780724,8.034105982516214,15.19334675299342,Monday
1672693200,310.7788744031718,303.2254050861723,997,48.0,280.7232217664559,288.50368016189884,13.350174771141845,119,83,Rain,clear sky,-7.700286706542812,-103.22482270849493,2787,261.4680562772453,8.929103579478769,37.62887440317184,Monday
1672696800,270.3869636757035,245.1696052191577,1025,24.0,271.7738302254532,314.8005194561303,8.999556745984977,250,97,Thunderstorm,few clouds,33.808407882788245,150.6834758306225,4716,232.1481451001816,0.1932815848120527,-2.763036324296479,Monday
1672700400,-255.4046645249504,268.8022643278208,987,-19.0,298.8986705364863,294.00540857625384,-1.6219555759290294,108,16,Clouds,light drizzle,-57.24995501612012,125.17957571514536,8867,237.94268550924443,4.011377856316307,-50.0,Monday
1672704000,282.828402415316,271.9407046943364,1024,30.0,288.65529216494616,284.7494389838732,11.539064119200122,290,78,Clouds,snowfall,-35.05129262539255,-79.61830000623874,1438,270.763285565878,9.219775698266323,9.678402415315986,Tuesday
1672707600,313.82487411108104,294.6480044781182,1024,43.0,283.80569957099016,283.3748111050021,3.867175987907629,188,40,Thunderstorm,light drizzle,58.352515978242906,37.5112089064871,9830,255.5087339561703,1.1071458801874516,40.67487411108107,Tuesday
1672711200,291.28236672181777,312.7603811397537,997,87.0,274.96080939145503,288.245770810236,10.125048307518645,76,32,Drizzle,moderate rain,9.97515408729275,71.97244033422788,4646,256.9966516428378,8.693517348857705,18.13236672181779,Tuesday
1672714800,285.4935123697996,310.1189123607171,992,78.0,249.2283962028665,291.35242924050465,14.472959427363044,89,70,Clear,moderate rain,40.82686415557575,153.08117257421577,1940,282.95979401100533,2.527024556828313,12.343512369799612,Tuesday
1672718400,279.9280468487904,280.5897690902146,1024,71.0,287.5985008296402,325.03482617194567,13.528145984205192,56,78,Rain,clear sky,-26.08944524345492,-59.783246444400135,1181,236.13111573307248,7.64397219201688,6.778046848790382,Tuesday
1672722000,307.85296367108225,295.68863040398645,1019,92.0,277.73604965111406,284.7215647407838,5.342885038415514,78,57,Clear,clear sky,8.05015995018286,83.62675249396608,4633,259.27434462152195,2.464183890755209,34.70296367108227,Tuesday
1672725600,278.10964445613035,282.8615214471671,986,18.0,269.41097670157774,315.0803597572134,11.897898845099116,358,0,Clouds,moderate rain,48.46973436448937,-116.34936391312726,5810,288.684260562754,5.793915003793446,4.959644456130377,Tuesday
1672729200,304.12949139005804,308.3408546668492,1037,55.0,278.84786533180744,283.2942621492198,4.756867115532814,137,6,Clear,thunderstorm,77.01354331300368,55.996415732184346,1404,270.8664779738744,5.594356646036321,30.97949139005805,Tuesday
1672732800,269.20572153815124,275.6314118198411,1021,49.0,250.9832471321776,321.5953974086348,10.83203432427912,64,44,Rain,clear sky,24.27152284254906,-108.12013916538962,7833,271.4720931247171,9.62050870698099,-3.944278461848739,Tuesday
1672736400,273.6097050257499,280.5312863707561,1013,82.0,264.99170756610107,295.74925271857825,2.1801700238404647,28,6,Rain,thunderstorm,64.62376008280575,22.27595925155001,9569,271.7049439291002,4.015995322014931,0.4597050257499404,Tuesday
1672740000,310.9774565499869,250.1242589011695,984,65.0,298.1292702497772,319.18601605745147,0.7698589811104628,198,37,Snow,few clouds,-41.72957336158591,110.21160160558918,6509,239.8133485692985,1.054765566809842,37.82745654998695,Tuesday
1672743600,304.301798836774,255.3719061147311,1015,14.0,288.07088216278595,290.51512430810925,8.733682909968007,39,30,Snow,moderate rain,-32.71477660136293,-46.203763208623656,2699,246.79511980884243,2.1534521561396467,31.15179883677405,Tuesday
1672747200,298.0345423741604,267.1434407078191,1028,26.0,299.27289106971483,283.4568590693697,14.209205263423154,238,82,Clear,few clouds,-45.839316939450384,72.68701927196804,7096,256.00589052868133,2.522444227863597,24.88454237416039,Tuesday
1672750800,269.49621129432074,298.1573933220716,1026,67.0,245.7227249784277,297.06574744619525,14.893390047416798,29,76,Thunderstorm,thunderstorm,-68.60527423746272,49.299694692692185,6495,270.4143346646213,3.599645344127891,-3.653788705679233,Tuesday
1672754400,268.14429990483933,285.89154559844127,983,38.0,254.1620644943024,327.23424451744995,2.8387945222482203,137,69,Clear,snowfall,-9.041633093504077,49.18775745176265,9437,253.77871069799176,1.6076537412152567,-5.005700095160648,Tuesday
1672758000,300.3270347147477,263.998608831409,1049,33.0,284.9675320930215,304.66501579759404,8.482807030078868,317,83,Clear,snowfall,-26.21827730002797,41.80816080012863,1703,280.850734959926,7.17743736337192,27.17703471474772,Tuesday
1672761600,296.71041336944427,274.0638504615911,1026,13.0,285.5322401134301,322.6710473793831,14.430956798441096,119,71,Clear,clear sky,5.706193239938003,144.70967599551096,2688,267.9833535020178,2.700868444592415,23.56041336944429,Tuesday
1672765200,313.92956075266846,280.3473464237295,1027,72.0,288.53098996361075,293.5360711231704,13.04256446373214,110,74,Drizzle,clear sky,15.848858831355884,123.22527189949562,5599,236.45582990739143,8.656283090508714,40.77956075266849,Tuesday
1672768800,258.1071708938541,282.2875697048955,1048,91.0,257.6895550080742,292.3926718812112,13.440617512702817,47,84,Clear,,-43.59390784655655,-157.85205264227577,2478,278.1790086236666,8.706211320805085,-15.04282910614586,Funday
1672772400,259.47421955614,261.1436323205857,1049,56.0,267.1120530504629,298.458235265878,7.206708616813583,337,32,Clouds,,-2.1686408243055126,-155.16961907462797,1437,245.13904688417887,7.655869356408054,-50.0,Tuesday
1672776000,302.3677441667915,273.3224152672152,1008,,294.69693677308715,296.807684900689,0.7829034250337863,1,65,Clear,light drizzle,70.67738440792556,32.125492765402555,3828,258.590655638558,8.78085846087655,29.217744166791533,Tuesday
1672779600,296.8156904915735,308.5973585857156,1010,42.0,277.038019433191,288.1644774337818,10.666903022455331,44,15,Clear,few clouds,-13.110117572095518,31.53277583260669,5972,264.9126824180121,10.572488129369466,23.66569049157352,Tuesday
1672783200,265.6620697021174,297.3016620124314,983,78.0,298.8820105335601,290.8347036781452,6.433999709561814,49,25,Drizzle,snowfall,-46.24562014368223,-9.328644728475098,853,267.47977710219595,5.559344043620344,-7.487930297882599,Funday
1672786800,264.995680471152,296.3083717680138,983,11.0,259.47323712009063,289.33747991247577,13.962680816516812,53,67,Thunderstorm,thunderstorm,61.527220469521325,-21.64249295288912,3823,284.9876434209048,9.965704901903385,-8.154319528847964,Tuesday
1672790400,277.8608019856929,300.5078208540711,1023,93.0,287.72479629462134,329.2436722510339,13.051081019030915,334,32,Thunderstorm,clear sky,47.1564747720482,-84.3616836317838,9025,271.2881917006249,2.8618863173492044,4.71080198569291,Wednesday
1672794000,,304.5073032729005,1038,,250.01158276884223,296.6914929778556,,344,64,Clear,few clouds,-27.03645500287632,-24.02094315071628,9761,259.1655079410255,9.218341539694013,45.73942371571008,Wednesday
1672797600,295.03474153603827,256.87100515585735,987,11.0,257.55026060975865,313.9265885508132,13.9496958861291,129,45,Snow,light drizzle,27.19866251866921,-43.32386617786139,4788,265.5782128638609,9.526424326239994,21.88474153603829,Wednesday
1672801200,271.9519410694665,299.0323668607473,1047,21.0,291.2339323304472,317.5485186572901,10.181276419218182,162,78,Rain,clear sky,-17.755906432373337,-138.35482325062128,4344,283.17903179818427,10.042695969458569,-1.1980589305334777,Wednesday
1672804800,306.2500277688124,290.366212832111,984,,249.555008146154,286.8981753114134,14.53109054681301,131,53,Snow,few clouds,-55.795810992705945,-171.84823293455509,1569,252.10052803408888,5.327962006648437,,Wednesday
1672808400,287.12393534825753,255.1461972787371,1045,30.0,294.4091265169725,281.9596082592728,0.5587632145641247,291,12,Rain,moderate rain,-84.6725753772257,-139.2157568051527,4508,262.4843973107208,6.186372260689384,13.973935348257555,Wednesday
1672812000,269.11434406044776,262.2622299690683,1035,98.0,269.3034643717899,323.54619025202896,5.766120227624723,303,35,Snow,thunderstorm,57.559468849372536,75.63519578012006,8326,274.92286100289914,10.094832159180903,,Wednesday
1672815600,256.6881783427402,299.3016802442063,1034,58.0,297.82083788535255,307.02157860540376,1.8105764308595385,27,87,Thunderstorm,light drizzle,27.776913562889504,73.1784113282427,6406,276.2793915810429,0.7382644832573974,-16.461821657259804,Wednesday
1672819200,271.16758901707266,264.3609338803045,985,88.0,298.00530127597915,283.5352064002283,14.711993349800156,142,7,Drizzle,light drizzle,79.05449544979675,70.17830118664347,3401,283.82117481195775,8.318371653216218,-1.98241098292732,Wednesday
1672822800,312.8215838110199,270.123427875986,989,49.0,256.5191135513541,296.7866123450316,6.289989175595304,265,53,Clear,clear sky,48.90523032482301,-24.620883708978425,9884,230.7180509209936,5.235102644355433,39.6715838110199,Wednesday
1672826400,291.9590751799064,295.7593794761747,1028,87.0,257.46950046119144,327.5970642611806,4.911557578754085,40,92,Snow,few clouds,-30.01056923500643,124.5271555798439,6968,289.9166398537144,3.056193621998347,18.80907517990641,Wednesday
1672830000,280.87649054139024,291.1873019900162,988,25.0,271.9229277007625,298.9391599260493,0.6000547351948271,87,28,Drizzle,snowfall,-49.97567224341221,102.79229592741216,3597,231.30951349375,5.828051797493576,7.7264905413902625,Wednesday
1672833600,253.42156727188527,283.01004247647825,1021,,287.66596569278136,295.776990473347,10.242828020658076,111,97,Clouds,moderate rain,-61.52230930284252,-84.825477840938,1738,262.3984919479617,8.645135870181653,-19.72843272811471,Wednesday
1672837200,261.7330617383206,259.0966696466557,1021,80.0,281.6389451323088,294.5464202540114,10.74377298679781,143,66,Clouds,moderate rain,-66.9689773257815,104.82639535337842,6180,246.7695181186979,5.306949749374889,-11.416938261679377,Wednesday
1672840800,305.2479306175791,288.2582111320628,1023,99.0,268.4617931486184,322.37733673320975,8.543382553242507,29,51,Thunderstorm,clear sky,-86.0409863298337,165.48922919680922,4055,251.4121573906244,4.781971315543614,32.097930617579095,Wednesday
1672844400,258.99397904235946,281.4476857551469,1032,47.0,270.67805042287114,319.9284742296075,3.3545922254253653,206,86,Drizzle,clear sky,75.70001367265047,127.26474993191492,5807,277.8199146139644,4.552126143488981,-14.15602095764052,Wednesday
1672848000,300.18801824355586,257.64776011227934,1035,89.0,288.3140683347076,281.3605058313775,6.192949129026561,64,14,Snow,clear sky,-14.687456837332393,152.23570683396628,219,246.57964888813012,7.234505682300422,27.03801824355588,Wednesday
1672851600,269.712800063878,245.80484863036747,983,76.0,283.0510399623648,326.2901012833248,9.632482526388166,330,65,Drizzle,light drizzle,54.54845503074651,-15.9742757909016,3314,266.6455337205375,7.107130083531931,-3.437199936121999,Wednesday
1672855200,310.5216235400859,249.119874663722,1022,55.0,291.9930725726798,288.157902997249,2.875021838677253,96,12,Clouds,moderate rain,-54.81618090619119,103.89906335137384,5283,260.19298942277186,8.261065571725002,80.0,Wednesday
1672858800,304.44466832345506,252.2770317515139,1003,96.0,255.3863122406176,283.6853568075443,1.1279052805347545,137,8,Rain,thunderstorm,-9.273693201407651,19.246024212232925,1651,266.1927704291371,3.570511706537164,31.294668323455085,Wednesday
1672862400,272.9265989588585,254.78114778173057,1028,22.0,295.7551927536171,281.8186182415323,3.740473718010358,42,94,Clear,thunderstorm,-24.80287564214713,-158.4527663730928,9349,275.9882455475277,9.072022163949914,-0.2234010411414715,Wednesday
1672866000,313.00869549503733,294.0636400160143,1028,13.0,266.72765645761365,298.18549394017754,11.383266750316752,42,99,Thunderstorm,thunderstorm,-43.22443284503815,146.59665450787355,6320,264.3404983971898,8.120943651272622,39.85869549503735,Wednesday
1672869600,303.65552099401947,314.6916641512372,1034,92.0,290.421112519285,286.4322581904964,11.314596754406178,306,36,Snow,moderate rain,74.32753395303035,43.33656723582769,9757,246.0948754769733,8.269889088891999,30.50552099401949,Wednesday
1672873200,255.5154821116208,265.570399173946,1019,64.0,260.28710551845234,285.5026174478346,0.5799921365362926,184,54,Thunderstorm,clear sky,-24.47293233788743,78.41413141270391,8708,267.987335710861,5.771721401665954,-17.634517888379236,Wednesday
1672876800,289.97358011692273,295.28879376922936,985,53.0,289.698653989588,306.24911339250514,14.067033884360637,73,64,Snow,thunderstorm,21.83594377608138,150.27995773685095,3818,267.46616835758164,0.4857464646155905,16.823580116922756,Thursday
1672880400,273.5118608697644,298.07621825308,1015,85.0,257.4291248208226,316.2488559739693,5.932594356681093,198,94,Snow,clear sky,6.062453806027676,52.80536637444558,7238,244.5793927646516,7.051673447549581,0.3618608697644276,Thursday
1672884000,306.5985750891065,276.7906161635939,1016,67.0,290.9257550321391,327.22847518201496,8.417608739250088,226,8,Clouds,thunderstorm,36.19393785438624,-144.72593495005682,2576,241.69287565271392,0.8209142215896057,33.4485750891065,Thursday
1672887600,316.9969301615963,296.0785998348392,1034,75.0,245.8021729427106,312.70771020888446,13.156573472554044,120,26,Clear,moderate rain,-40.61854066285928,-39.384703957503575,1358,235.5613130216556,5.079717647037491,43.84693016159633,Thursday
1672891200,287.7509393130249,279.42081969517835,1036,10.0,264.7212282951059,328.18730311237687,3.8205719518655896,52,17,Rain,snowfall,27.576726283269466,144.28435278655047,2105,236.7052485774741,5.030508051428563,14.600939313024924,Thursday
1672894800,317.4765056766625,250.30287736560203,1043,30.0,275.7296317706953,290.6011264836247,7.440380641598614,281,12,Clear,light drizzle,-58.4469712392082,134.58082883516698,8415,238.0107733502474,8.666631829920487,,Thursday
1672898400,288.78231313321504,282.5696448629386,1049,76.0,286.3500583881034,288.6501854587255,14.094473870372106,123,32,Drizzle,clear sky,37.23989481926528,83.02354994780751,8188,231.36578401101,9.54669244755631,15.632313133215064,Thursday
1672902000,291.1003659959839,286.17684130452346,1047,33.0,260.4209320858217,329.0442038590294,4.492699106940445,264,62,Thunderstorm,light drizzle,-40.938248493702005,40.86632992666313,5109,263.5655653988684,1.8006022008511118,17.95036599598393,Thursday
1672905600,280.9057469271001,264.0635396907626,1005,,290.7810242413506,296.3013944909775,9.95480898536388,137,93,Rain,few clouds,16.576267997697087,-119.81620346792336,6640,288.7074807238788,0.9845983556914856,7.755746927100176,Thursday
1672909200,302.0276491419864,271.4373331666627,995,13.0,269.58906587120924,281.6235138889291,5.464684485053795,343,83,Rain,few clouds,-88.91673227398864,46.52426408046074,985,268.7771125866447,0.898043581958377,28.87764914198641,Thursday
1672912800,304.6780653621292,258.86211457387947,1027,63.0,264.0321439454603,292.015128519667,13.894298313678854,241,2,Thunderstorm,light drizzle,74.90577451322875,-140.56817634292082,3081,258.05128599153966,3.120879764850208,31.52806536212921,Thursday
1672916400,299.05735197971086,291.0633249417122,988,41.0,258.52621226790194,306.6869189661693,4.570162940158232,46,42,Clear,clear sky,-68.62694180985193,-4.831401595640301,8659,262.8344738896205,10.24255880744674,25.90735197971088,Thursday
1672920000,316.3246394022788,311.30571296056405,1017,36.0,250.39316229223064,326.1349331427768,13.248587362830095,180,10,Clear,few clouds,-24.486447870107668,-54.09223474408167,4844,258.59342441057424,2.964431186387797,43.17463940227884,Thursday
1672923600,257.54887419455844,257.5489777172461,1015,23.0,289.1040603679589,327.7975599456785,4.059485885061648,17,54,Snow,clear sky,63.87726748943385,86.9934919103631,9851,284.2691472914315,5.6723713059688405,-15.60112580544154,Thursday
1672927200,293.725869327212,261.7553118435598,1025,94.0,264.71891546202414,302.41247255246594,7.0544754356084844,32,73,Rain,thunderstorm,-63.33063227518239,167.16027232761718,9476,240.63778008656607,10.079728114488104,20.575869327212047,Thursday
1672930800,301.30514613518426,276.6185033988839,1007,63.0,283.79288371071925,322.0105355673187,1.8856415335598908,138,20,Drizzle,thunderstorm,-84.8716300422438,-146.47313732664549,8870,253.4641750723834,3.7874979043277377,28.15514613518428,Thursday
1672934400,311.49396929021555,269.7314153198464,1047,30.0,288.01066361801475,296.71493337394867,3.750165177784905,131,39,Clouds,clear sky,-6.724110577520051,-2.9432510470190607,7510,271.50600154549034,7.336506989880895,38.34396929021557,Thursday
1672938000,292.38823177030014,277.4458861727689,1011,84.0,269.1330161707264,293.6427073729766,2.1196674068078174,77,99,Clear,moderate rain,37.79239110848464,-22.17796385308748,4724,289.45748322107124,1.2578268412613234,19.23823177030016,Thursday
1672941600,294.88011674551774,255.21719997792127,1039,63.0,252.9012155261608,280.1460138461402,4.793971226714557,228,13,Snow,few clouds,71.82785735950097,102.16740915187164,1821,285.648516629983,2.315122128710567,21.73011674551776,Thursday
1672945200,250.88200103911493,265.68088140098047,1043,80.0,286.9129807779354,312.5886068988076,11.72683940424178,120,37,Rain,moderate rain,-23.5233299036601,-47.6237378531672,7069,280.79418757836805,6.809801578988397,,Thursday
1672948800,259.7295218605196,296.1010068417946,1049,20.0,280.96263884688443,328.6013531972022,14.770404083723577,9,93,Clouds,snowfall,21.839371877296458,-60.11046765055842,8882,235.5916433998729,2.65326849944259,-13.420478139480394,Thursday
1672952400,254.23761329554168,313.055996266815,981,59.0,250.4475762608332,280.7782145637659,9.957341161620906,189,80,Drizzle,few clouds,54.84317341170285,-130.81741665797483,4025,255.38149181091643,7.607504831749487,-18.9123867044583,Thursday
1672956000,300.3161078612402,287.54094343404216,997,27.0,298.10605460136435,325.4126717842231,5.816796300153535,292,23,Drizzle,light drizzle,13.509595100700963,-124.56516493005816,9827,231.0808149589301,6.776471017927904,27.16610786124022,Thursday
1672959600,309.3995585504837,277.5759194011685,1046,27.0,261.85653618657284,326.16137599065183,0.5346742995800269,295,85,Snow,clear sky,35.74142649322636,1.3246765632521544,9175,238.7039424312024,8.61671221444373,36.2495585504837,Thursday
