temp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,visibility,weather_main,weather_desc,lat,lon,altitude,sea_level,dew_point,clouds,day_of_week,train_number,train_name,origin_code,dest_code,origin_name,dest_name,scheduled_arr_time,actual_arr_time,scheduled_dept_time,actual_dept_time,dwell_minutes,day_of_journey,curr_station_code,tracks_on_route,maintenance_type,trains_nearby
283.66114704534334,296.18473877126013,303.5184817352341,287.38094046036633,92.0,1011,0.5,256,89.4,Fog,dense fog,17.6018,86.0535,1187.4,283.66114704534334,14.48,0.96,Wednesday,12141,Train_12141,PUNE,DDN,PUNE,DDN,9/12/2025 23:31,9/12/2025 23:32,9/12/2025 0:34,9/12/2025 0:38,8,15,PUNE,2,None,8
294.8553073033381,303.7216949451689,294.83668364847574,311.1202963622923,57.4,1005,8.7,212,53.04,Haze,mist,29.3571,72.7905,1034.1,294.8553073033381,12.17,23.71,Friday,12896,Train_12896,BBS,JAT,BBS,JAT,9/12/2025 15:10,9/12/2025 15:11,9/12/2025 16:10,9/12/2025 16:24,25,20,BBS,5,None,3
281.0316556334566,289.5625750879621,293.701727341231,285.39910514182395,68.1,1011,2.5,147,77.15,Rain,moderate rain,21.7757,85.5354,735.6,281.0316556334566,13.81,23.5,Saturday,12784,Train_12784,DDN,BBS,DDN,BBS,9/12/2025 15:23,9/12/2025 15:24,9/12/2025 16:27,9/12/2025 16:34,38,21,DDN,4,Minor,3
307.27961206236347,298.77674129311026,281.4430661560765,294.10803007084775,77.2,1022,10.68,60,57.04,Clouds,overcast clouds,11.4519,82.5169,1354.7,307.27961206236347,11.39,42.2,Saturday,12736,Train_12736,ALD,CSTM,ALD,CSTM,9/12/2025 7:55,9/12/2025 7:58,9/12/2025 8:58,9/12/2025 8:07,23,14,ALD,3,Major,11
287.7633994480005,306.5793324470856,303.80419080048307,304.1365495450382,64.7,1013,2.64,148,78.67,Haze,hazy sky,27.9528,78.1829,537.4,287.7633994480005,8.88,92.04,Sunday,12694,Train_12694,CSTM,CSTM,CSTM,CSTM,9/12/2025 2:14,9/12/2025 2:17,9/12/2025 3:14,9/12/2025 3:22,41,27,CSTM,5,Minor,12
299.87566853061946,298.4758956454691,299.6844290962545,303.1366328408234,65.6,1001,3.53,87,78.24,Clear,clear sky,18.716,75.0804,476.8,299.87566853061946,9.26,87.92,Thursday,12732,Train_12732,PNBE,NDLS,PNBE,NDLS,9/12/2025 19:40,9/12/2025 19:43,9/12/2025 20:43,9/12/2025 20:53,8,3,PNBE,2,None,10
289.35133228268234,286.98878424260903,280.03005085700005,294.68185910681797,59.8,1008,7.42,323,59.37,Thunderstorm,thunderstorm,15.099,87.1946,1315.6,289.35133228268234,5.75,45.69,Tuesday,12052,Train_12052,VSKP,CSTM,VSKP,CSTM,9/12/2025 14:34,9/12/2025 14:37,9/12/2025 15:34,9/12/2025 15:44,41,17,VSKP,5,None,8
295.60204063533433,280.73202344669613,299.23505291689304,292.39572503858153,73.9,1009,13.72,277,60.79,Fog,dense fog,18.1385,84.0038,1205.6,295.60204063533433,5.31,41.09,Monday,12117,Train_12117,VSKP,DDN,VSKP,DDN,9/12/2025 0:16,9/12/2025 0:19,9/12/2025 1:19,9/12/2025 1:21,55,3,VSKP,1,Minor,9
296.40130838029836,306.10296621702787,294.30614652027936,293.9283713565861,91.0,1016,3.18,81,76.19,Clouds,overcast clouds,21.4394,80.9548,796.7,296.40130838029836,11.95,55.5,Monday,12364,Train_12364,MAS,NDLS,MAS,NDLS,9/12/2025 9:24,9/12/2025 9:28,9/12/2025 10:25,9/12/2025 10:33,36,13,MAS,4,Major,2
285.5456336657658,280.6380823255116,280.4517603724033,289.9282878947592,52.1,1016,2.16,128,65.6,Fog,fog,17.2641,82.1914,239.6,285.5456336657658,9.38,24.35,Thursday,12670,Train_12670,PNBE,PNBE,PNBE,PNBE,9/12/2025 1:48,9/12/2025 1:50,9/12/2025 2:50,9/12/2025 2:57,49,25,PNBE,3,Major,3
309.08753883293673,306.241050180526,291.7490192458597,288.159988161204,96.1,1002,11.38,285,57.78,Haze,hazy sky,14.5315,71.8213,361.9,309.08753883293673,10.52,5.22,Friday,12957,Train_12957,CSTM,DDN,CSTM,DDN,9/12/2025 6:34,9/12/2025 6:38,9/12/2025 7:37,9/12/2025 7:45,52,18,CSTM,2,Major,14
303.2539847008334,295.86811402081634,292.5408886139014,296.4911909267667,81.3,1018,7.51,352,79.27,Thunderstorm,thunderstorm with rain,18.7596,79.4784,1001.5,303.2539847008334,10.58,93.92,Friday,12135,Train_12135,CSTM,NDLS,CSTM,NDLS,9/12/2025 13:18,9/12/2025 13:20,9/12/2025 14:22,9/12/2025 14:29,16,1,CSTM,5,None,14
308.1849682469257,308.1720309553869,282.9732362048983,290.0560126820282,89.4,1000,13.68,279,56.17,Rain,heavy rain,8.5177,73.874,608.3,308.1849682469257,7.77,18.67,Friday,12413,Train_12413,PUNE,DDN,PUNE,DDN,9/12/2025 15:40,9/12/2025 15:44,9/12/2025 16:42,9/12/2025 16:50,45,7,PUNE,3,None,8
306.8448205128295,303.96349707320996,306.37094441000846,290.6238499469175,73.4,1011,2.2,269,84.23,Fog,fog,28.8574,74.1677,1262.9,306.8448205128295,9.76,19.84,Tuesday,12076,Train_12076,CSTM,CSTM,CSTM,CSTM,9/12/2025 14:30,9/12/2025 14:31,9/12/2025 15:32,9/12/2025 15:42,20,29,CSTM,4,Major,2
297.93699936433256,309.9380233160001,303.49926114441985,301.7026819042367,86.8,1006,9.69,291,70.59,Clear,bright and sunny,12.6155,83.2261,1427.4,297.93699936433256,9.71,47.25,Saturday,12847,Train_12847,PNBE,PNBE,PNBE,PNBE,9/12/2025 6:16,9/12/2025 6:16,9/12/2025 7:16,9/12/2025 7:22,18,23,PNBE,3,Minor,8
307.65622705069353,290.5213544635513,298.0706701198732,311.0561199509968,41.0,1003,3.49,202,54.23,Clouds,overcast clouds,9.1854,88.2251,1218.2,307.65622705069353,8.88,49.16,Monday,12961,Train_12961,VSKP,DDN,VSKP,DDN,9/12/2025 12:54,9/12/2025 12:57,9/12/2025 13:57,9/12/2025 13:05,58,5,VSKP,4,Major,5
282.6547750615576,303.0156486679338,291.8688668300182,300.10911601678123,89.1,1009,2.35,23,77.76,Clear,bright and sunny,25.6499,78.0751,597.4,282.6547750615576,13.21,1.84,Thursday,12556,Train_12556,PUNE,PNBE,PUNE,PNBE,9/12/2025 9:49,9/12/2025 9:49,9/12/2025 10:51,9/12/2025 10:03,5,2,PUNE,4,Minor,6
285.8794858725744,292.05792740827724,290.3529662475353,284.30938401194896,42.4,1012,10.25,350,70.77,Fog,dense fog,28.8963,74.155,1193.6,285.8794858725744,9.51,14.8,Friday,12017,Train_12017,NDLS,PUNE,NDLS,PUNE,9/12/2025 8:22,9/12/2025 8:22,9/12/2025 9:26,9/12/2025 9:33,56,30,NDLS,4,None,14
281.35681866731613,294.39626860911727,297.5292040145286,284.267508415622,93.4,1001,8.91,310,61.92,Thunderstorm,thunderstorm with rain,29.9734,82.9749,559.6,281.35681866731613,11.04,37.82,Wednesday,12866,Train_12866,PNBE,DDN,PNBE,DDN,9/12/2025 8:46,9/12/2025 8:47,9/12/2025 9:50,9/12/2025 9:54,59,17,PNBE,5,None,10
289.7599099228979,298.8251638965511,294.3629560822072,310.542696625367,99.5,1009,11.32,207,66.9,Rain,moderate rain,21.3247,87.4237,292.3,289.7599099228979,13.96,68.37,Sunday,12940,Train_12940,BBS,ALD,BBS,ALD,9/12/2025 5:00,9/12/2025 5:00,9/12/2025 6:04,9/12/2025 6:14,36,29,BBS,4,None,12
291.66031869068445,306.2103134255902,279.86819317645654,290.91872370922,57.6,1020,4.64,279,61.93,Rain,heavy rain,13.5449,84.9664,98.4,291.66031869068445,13.66,22.84,Tuesday,12402,Train_12402,CSTM,JAT,CSTM,JAT,9/12/2025 23:57,9/12/2025 23:57,9/12/2025 0:57,9/12/2025 0:03,25,21,CSTM,3,Major,4
288.1404709532169,309.5225040759789,293.37507946310996,284.76200958247426,52.6,1021,6.72,204,60.52,Clear,clear sky,27.9051,87.3751,609.3,288.1404709532169,13.9,42.3,Friday,12204,Train_12204,VSKP,CSTM,VSKP,CSTM,9/12/2025 11:09,9/12/2025 11:10,9/12/2025 12:10,9/12/2025 12:17,8,10,VSKP,1,Major,3
304.86212527455785,303.0482024159355,302.1921085169852,299.97133761451147,85.9,1024,6.08,151,56.54,Haze,hazy sky,26.8923,80.7311,1360.2,304.86212527455785,7.7,55.73,Monday,12498,Train_12498,DDN,BBS,DDN,BBS,9/12/2025 22:07,9/12/2025 22:09,9/12/2025 23:10,9/12/2025 23:15,13,4,DDN,3,None,8
290.70259980080766,292.53300346502,291.77719632790877,300.70946334870797,55.2,1003,14.76,25,64.51,Haze,hazy sky,14.6493,85.0375,396.5,290.70259980080766,5.35,88.86,Sunday,12323,Train_12323,CSTM,PNBE,CSTM,PNBE,9/12/2025 19:41,9/12/2025 19:45,9/12/2025 20:43,9/12/2025 20:51,55,9,CSTM,5,None,9
288.42803529062144,292.6407100683121,279.5586973266281,301.45514460356065,91.9,1017,4.38,193,60.04,Thunderstorm,thunderstorm,32.392,72.8013,349.4,288.42803529062144,7.61,32.61,Thursday,12594,Train_12594,BBS,CSTM,BBS,CSTM,9/12/2025 19:25,9/12/2025 19:25,9/12/2025 20:28,9/12/2025 20:36,50,21,BBS,4,None,13
296.28088249474746,302.12746904766675,301.588345981521,290.0220608357262,46.2,1004,4.42,335,77.34,Rain,moderate rain,10.818,76.9655,1456.2,296.28088249474746,7.79,13.36,Friday,12561,Train_12561,VSKP,MAS,VSKP,MAS,9/12/2025 21:33,9/12/2025 21:36,9/12/2025 22:35,9/12/2025 22:40,26,11,VSKP,1,Major,8
284.2277267492429,287.16331437304905,284.0409134640792,282.45332052643425,47.6,1018,5.32,237,77.36,Clear,bright and sunny,34.5326,77.791,86.3,284.2277267492429,14.09,48.93,Monday,12280,Train_12280,MAS,ALD,MAS,ALD,9/12/2025 13:18,9/12/2025 13:19,9/12/2025 14:18,9/12/2025 14:32,16,26,MAS,5,Major,9
304.0659094226212,283.31422339394186,285.75862504664116,310.95046108363414,98.7,1001,8.47,320,70.07,Clear,clear sky,31.2267,80.2259,1189.4,304.0659094226212,11.49,74.67,Sunday,12165,Train_12165,CSTM,CSTM,CSTM,CSTM,9/12/2025 19:13,9/12/2025 19:13,9/12/2025 20:16,9/12/2025 20:18,34,12,CSTM,2,None,1
282.23651931039313,290.6386647292233,282.9411906029689,289.52679137073306,80.4,1011,3.78,74,81.12,Clear,bright and sunny,26.5733,88.5815,516.0,282.23651931039313,5.82,10.99,Wednesday,12242,Train_12242,PUNE,JAT,PUNE,JAT,9/12/2025 6:07,9/12/2025 6:09,9/12/2025 7:07,9/12/2025 7:14,34,12,PUNE,2,Major,5
309.6066080980155,288.61716974962246,287.9064519461449,302.2807886415764,90.8,1016,13.73,162,83.65,Fog,fog,33.3462,87.4859,104.4,309.6066080980155,6.35,42.47,Tuesday,12888,Train_12888,ALD,ALD,ALD,ALD,9/12/2025 7:50,9/12/2025 7:52,9/12/2025 8:50,9/12/2025 8:03,36,18,ALD,2,Major,12
303.1673430788997,288.8892436136797,300.70254517065905,303.1988960963613,59.5,1009,3.99,298,73.19,Thunderstorm,thunderstorm with rain,27.5024,72.6905,1380.8,303.1673430788997,6.56,1.78,Thursday,12478,Train_12478,PNBE,JAT,PNBE,JAT,9/12/2025 7:00,9/12/2025 7:03,9/12/2025 8:03,9/12/2025 8:05,40,4,PNBE,1,Major,7
285.96147044602515,287.0082325314973,293.5815757851181,300.30022251238455,80.6,1001,13.44,28,74.76,Haze,hazy sky,13.1423,73.4558,252.5,285.96147044602515,11.3,3.36,Monday,12163,Train_12163,BBS,CSTM,BBS,CSTM,9/12/2025 7:47,9/12/2025 7:47,9/12/2025 8:50,9/12/2025 8:59,11,29,BBS,3,Major,8
280.16566351370807,281.26279568909086,284.1464382245214,291.3872218264095,75.7,1005,1.55,164,61.32,Haze,hazy sky,19.9382,77.1528,850.1,280.16566351370807,12.35,48.3,Saturday,12323,Train_12323,CSTM,ALD,CSTM,ALD,9/12/2025 1:24,9/12/2025 1:27,9/12/2025 2:26,9/12/2025 2:30,21,28,CSTM,1,None,14
304.463842853645,280.5362180420024,304.3349023445612,290.132887612922,76.2,1007,9.85,336,85.79,Fog,dense fog,9.9306,75.8149,447.4,304.463842853645,13.6,29.82,Wednesday,12567,Train_12567,NDLS,BBS,NDLS,BBS,9/12/2025 13:23,9/12/2025 13:25,9/12/2025 14:27,9/12/2025 14:33,5,9,NDLS,1,None,11
301.2057203154285,309.63167169208094,304.3874556485459,299.9300484810811,81.0,1018,13.6,185,50.97,Clouds,broken clouds,18.5208,82.2954,144.5,301.2057203154285,14.41,84.51,Tuesday,12550,Train_12550,DDN,BBS,DDN,BBS,9/12/2025 9:46,9/12/2025 9:48,9/12/2025 10:46,9/12/2025 10:53,18,8,DDN,1,Major,2
